review,label
I had to see this on the British Airways plane. It was terribly bad acting and a dumb story. Not even a kid would enjoy this. Something to switch off if possible.,neg
"This is a family movie that was broadcast on my local ITV station at 1.00 am a couple of nights ago . This might be a strange decision on the part of the schedulers but THE REAL HOWARD SPITZ is a rather strange film , strange in the way it doesn't want to upset its audience . Come on there's nothing kids like more than sadism and that's why Roald Dahl was such a popular author for children . It also explains why DOCTOR WHO was such a successful show across the world . In this screenplay you're just dying for pulp fiction author to do something nasty to the kids but this doesn't happen . I'm not advocating child abuse but to see Howard Spitz lose his rag at the little ones would have made the movie rather better . Can you imagine how much worse KINDERGARTEN COP would have been if the producers had gone all PC ? I mean if you're making a movie centered around a children's author who hates children shouldn't the story show and not tell ? <br /><br />Much of the problem lies with director Vadim Jean and you do get the feeling he doesn't know how to handle the material which is bad news for the movie . As someone previously noted the soundtrack is haphazard and Kelsey Grammar is very wooden . I guess he was trying to play it dead pan just like in that show he's famous for but it fails to work here and there's many scenes with quiet ridiculous camera angles which seem unintentional but which are very distracting . But at the end of the day the main problem remains that the potential is ruined because no one wanted to offend the audiences sensibilities",neg
"CAUTION SPOILER: At the end of the movie it is announced that the bridge collapsed just a few days after it was captured. The impression is that the attack was all for nothing. In reality, taking the bridge at Remagen was the last important victory for the Western Allies. It was the crossing of the Rhine that the Allies had been trying to achieve for six months. Because the Remagen Bridge was taken, the war ended in just a few weeks.<br /><br />The bridge only need to last for a day after it was captured. This was enough time for the Americans to send combat engineers and a large protective force to the other side, and they could then start building a series of pontoon bridges. The taking of the bridge was a complete success, and meant the that the end of the war was near, and would not last through the summer. Contrary to the cynical nature of the film, the victory was heralded with elation by the troops who did it. They knew how vital the battle was.<br /><br />This film has little to do with real history. It was more a reflection of the cynical nature of the time in which it was produced.",neg
"The Bridge At Remagen contains some of the most preposterous war time screenplay I've ever seen. Aside from the acting, which is wooden, no tank commander attacks with his tanks parked in nice neat rows, up the middle of roads, and with troops bunched all together with their arms not at the ready. The constant suicidal behavior set off my ""tilt switch"" so often I found it impossible to enjoy the movie. Apparently the screen writers and director have never been through actual warfare and never bothered to bring in an expert who had. This movie is the very antithesis of the excellent detail in Saving Private Ryan. Unless you are under 7 years old, I recommend watching something else.<br /><br />GB",neg
"Veteran TV director Ted Post treats us to a plodding, confused and ultimately pointless story lifted from Column B of the Harold Robbins Big Book Of Plots. Set against a smoggy Phoenix skyline, post-Charlies Angles Jaclyn Smith takes a star turn as ""the woman whose eyes are mysteriously shadowed at all times"" while JFK impersonator James Franciscus lounges around the fringes. <br /><br />Mannix goes western, monkeys are abused, models lean against classic cars, and Smith is constantly upstaged by Sybil Danning until a giallo style wrap-up brings the whole sorry mess to a bitter end.<br /><br />Oh yeah, and Bob Mitchum is in there too. Somewhere.",neg
"Filmed in Arizona by a mostly-foreign crew, ""Nightkill"" is one of the clumsiest crime dramas I have ever seen. Robert Mitchum (in a cowboy hat) trails recently-widowed Jaclyn Smith around, hoping to figure out if she had a hand in her husband's death. Jaclyn's wardrobe is of the Dale Evans variety and her dog is named ""Cowboy""...seems as if somebody sure bought into the American myth that all westerners talk and dress like descendants of John Wayne! Screenplay by Joan Andre and John Case may have worked better if approached as parody; this mystery thriller just plays tame, with director Ted Post asleep at the controls. Don't be drawn in by the video box art of Jaclyn screaming while taking a shower. She does indeed take a shower in this film, but it is not revealing (nor does it further the murky plot one iota). NO STARS from ****",neg
"Nightkill stars Robert Mitchum as a world-weary private eye probing the case of a missing industrialist (Mike Connors). He is hired by Jaclyn Smith, the anxious wife of the missing man. What Jaclyn fails to inform Mitchum is that she knows full well her husband's whereabouts. After all, she was the one who helped her lover James Franciscus dispose of her wealthy hubby.<br /><br />What more would expect from a rotten slasher film with Robert Mitchum? Mannix goes western, monkeys are abused, models lean against classic cars, and Smith is constantly upstaged by Sybil Danning until a giallo style wrap-up brings the whole sorry mess to a bitter end. This is BAD cinema. And this movie is sooooo poor. It makes it look like Halloween mixed up with Trick Or Treats. Avoid this.<br /><br />Rated R for Graphic Violence, Nudity and Sexual Situations.",neg
"Donald Sutherland, an American paleontologist visiting England, picks up a hitch hiker one evening. Two years later, having discovered the man's address book in his car, he returns the book to the man's opulent home, only to find that the man's been hanged for murder. Nobody in or out of the family seems to care that the hitch hiker could not have committed the murder (of his own stepmother) because he was in Sutherland's car at the time of the crime.<br /><br />Sutherland is the man's alibi but he's turned up too late. Out of a sense of guilt, he tracks down the real murderer.<br /><br />Agatha Christie's mysteries usually involve a number of diverse people, all of them with one or another motive for the crime, all of them suspect, and a puzzle that depends on the construction of a strict time line. There is often, not always, a sidekick with whom the investigator can talk things over.<br /><br />Because of the anfractuosity of the situation, due care must be taken to explain each element of the mystery to the reader or viewer. Redundancy is perfectly okay. We have to keep the characters and the time lines straight. Christie's movies are of the rare kind in which the use of famous faces in subordinate characters is actually useful. (Jacqueline de Bellefort? Oh, yes, that's Mia Farrow.) But this version of ""Ordeal by Innocence"" is a Golan-Globus production, with all that implies in the way of production values, a thoughtfully prepared script, and skill behind the camera.<br /><br />The first few minutes, in which Sutherland discovers that an innocent man has been hanged, are fine. After that, everything is flung at the viewer in disjointed scraps, often in sudden flashbacks or in confusing voiceovers that tell us nothing. The script has a slapdash quality, as if thrown together by two hacks overnight. Few of the faces are familiar and that doesn't help at all. Everyone drops remarks about everyone else and the names become a hopeless jumble. The musical score consists of four instruments doing irritating atonal jazz riffs. Some nudity is thrown in to wake up the dozers in the audience. If Dame Agatha were alive, she'd be among the viewers who needed to be shaken awake.<br /><br />Dullsville.",neg
"I have never seen so much talent and money used to produce anything so bad in my entire life! As stated in other commentaries, a who's who of talent, such as, Christopher Plummer, Faye Dunaway, Donald Sutherland, and many more were thrown together in a film that is not recognizable as an Agatha Christie story. I keep thinking of how it could be with the same cast, done the right way. <br /><br />The film has even less intimacy than the Christopher Reeves 'Superman' movies. The large cast makes the slick production even less effective than in those films, because there is not enough time to get to know anyone. Dave Brubeck's progressive jazz soundtrack had me wondering if the wrong video was in the the case from the rental store. The music became more and more offensive as the plot progressed. It's hard to say whether the soundtrack or the annoying technique of repeating information from earlier scenes, was more offensive. From someone who has seen most Christie films (that's what attracted me to this, it was one of the few I hadn't seen) miss this one. It is not an Agatha Christie movie. Golan-Globus are better suited to producing flicks about big time wrestling, rather than the snug atmosphere of English mystery.",neg
"Three businessmen are involved in a bar fight with three mysterious men. The three businessmen take revenge, which escalates to a murder after another. Supposedly the story is about the violence that could happen to ordinary people.<br /><br />The plot has too many holes. The details were ignored in order to move the story forward. The acting was uneven. The color balance was awful even though I watched this movie in DVD. The small budget and tight schedule were apparent. The whole thing seems to be an excuse to shoot the final gun fight, and the ending was just unbelievable.",neg
"This film is on my list of worst movies ever made. The story is disconnected and it is difficult to understand what is going on or the reason for the characters' actions. All films need to have an inner logic, and this film just doesn't have it - the story doesn't make any sense. <br /><br />To see Faye Dunaway, Christopher Plummer and Diana Quick wasting their talents in this movie is a crime. Faye Dunaway is the lucky one, because she plays the victim and gets killed early in the film. On the other hand, Donald Sutherland must be an amazing actor because he manages to look good in spite of bad directing and bad writing; his performance is believable and he manages to stay in character in spite of everything. <br /><br />If Dame Agatha Christie were alive she would die laughing! The movie is that bad!",neg
"This is indeed one of the weakest films based on Agatha Christie's work, a lifeless, muddled mystery that clearly lacks the grace (and the budget!) of its predecessors (""Death On The Nile"", ""Evil Under The Sun"") and Donald Sutherland is a pale shadow of Peter Ustinov as far as screen detectives go (of course, he is playing a character much less interesting than Poirot). The film manages to coast as far as it does on the strength of Christie's plot alone (all her plots have a certain amount of inherent interest), but the direction is hopelessly flat. (*1/2)",neg
"When at the very start of the film Paleontologist Donald Sutherland arrives at the Argyle family's house and it comes out he is the undeniable alibi for one of the members executed for murdering his mother two years ago your sensation is that you are about to watch a top thriller; an innocent man has been convicted and a killer is still around. But as the film runs along your disappointment increases inevitably.<br /><br />""Ordeal by Innocence"" is a dull and at times even boring film that doesn't raise at any moment. Nothing interesting happens all along and even the final revealing of the facts lacks surprise and intensity (wether you guessed or not).<br /><br />Donald Sutherland, Cristopher Plummer, Faye Dunaway and Sarah Miles (far from her good performance in ""Ryan's Daughter"") just pass through their roles and not very enthusiastically either.<br /><br />You won't miss much if you skip this one.",neg
"Producers Golan and Globus should have been ashamed to release this piece of trash publicly. I know this is gonna sound cliched, but compared to this, the first ""Hercules"" of 1983 looks like a mature and exciting epic! This ""sequel"" is moronic, cheap, unredeemable, childish, phony, inept and BADLY ACTED. A landmark in bad cinema, and one of the few, few movies I've seen that REALLY deserve the lowest possible rating: no stars!",neg
"Aya! If you are looking for special effects that are 10-20 years before its time, this is it. The glowing lightning bolts, fireballs, etc. look like they came from a cheesy 70's sci-fi flick. And yes, Hercules really grows; he's not being pushed on a cart closer to the camera!",neg
"The Adventures of Hercules has to be one of the lamest excuses for a movie I've yet run across. You would have to look far and wide to find anything that approaches the level of ineptness on display in this movie. Acting ¶? Bad. Editing ¶? Bad. Direction ¶? Bad. Special Effects ¶? Bad and Laughable. Plot ¶? Bad. Lighting ¶? Bad. Cinematography ¶? Bad. Costume Design ¶? Bad and Silly. Everything Else ¶? Bad. Watching The Adventures of Hercules is about as enjoyable as a root canal. Even for a fan of bad movies, it's a real endurance test. This is one for either masochists or Lou Ferrigno completists (if any exist).<br /><br />Eight things I learned from watching The Adventures of Hercules: <br /><br />1. If you don't have the budget for real special effects, rotoscope a scene from the previous movie. It will look great - trust me.<br /><br />2. When on a quest to recover Zeus' thunderbolts, take time for frequent stops to oil-up you body. It worked for Ferrigno and his two Amazon companions.<br /><br />3. Any sword fight, use of magic, and just about all other day to day activities in ancient Greece created a sound very similar to a game of Pac Man or Asteroids.<br /><br />4. Some of the ancient Greek gods dressed like extras from Star Wars.<br /><br />5. If you need to pad your crappy movie's runtime, extend the title sequence by adding Star Trek style credits and throw in some overly grandiose music. It also helps if you've got a previous movie to pull scenes from.<br /><br />6. Fight scenes move along much smoother if the bad guys attack Hercules one at a time.<br /><br />7. William Berger did anything for money.<br /><br />8. I didn't think it was possible, but The Adventures of Hercules makes the first film, Hercules (1983), look like an Academy Award winner.",neg
"Looking for a REAL super bad movie? If you wanna have great fun, don't hesitate and check this one!<br /><br />Ferrigno is incredibly bad but is also the best of this mediocrity.<br /><br />",neg
"From the fertile imagination which brought you the irresistible HERCULES (1983), comes its even more preposterous (read goofier) sequel: right off the bat, we get another unwieldy ""beginning of time"" prologue which even contrives to completely contradict these same events as set up in the first film!; a condensed montage of highlights from same is soon followed by a SUPERMAN-like scrolling credits sequence. Narrative-wise, here we have four rebellious gods who steal Zeus' seven all-important (but poorly animated) thunderbolts ¶? a crime which, for one thing, sets the moon careening on a collision course with Planet Earth! Faster than you can say ""nepotism"", Zeus (once again played as a white-haired bearded man by the relatively young Claudio Cassinelli) sends his champion ¶? who has now rightfully taken his place among the elite thanks to, one presumes, the almighty tasks performed in the first film ¶? to find his blooming thunderbolts and avert the calamities in store.<br /><br />No sooner has Hercules (Lou Ferrigno ¶? as if you didn't know) touched the earthly surface that he comes in contact with two attractive damsels (Milly Carlucci and Sonia Viviani) in need of his getting them out of distress!; the former (who would go on to become an Italian TV personality) seemingly has the ability to talk with the Little People(!) ¶? which look uncannily like the tiny sisters from GODZILLA VS. MOTHRA (1964)!! Just so they can swindle as much unutilzed footage from the first film as is humanly possible, the divine quartet of villains resurrect good ol' King Minos (William Berger again) from his skeletal slumber and pit him once more against his eternal enemy. Typically, Hercules is made to encounter a number of potentially deadly foes including a Gorgon ¶? an awfully underproduced sequence which ought to have led to a surefire plagiarism suit had the film-makers behind the much superior CLASH OF THE TITANS (1981) bothered to watch this flick (complete with the same ""reflection in a shield"" come-uppance and preceded by the muscleman letting the audience in on his tactics before executing them as if to show us how clever he is)!! And just to make it crystal clear that he wears his influences on his sleeve, Cozzi has Hercules and Minos turn into a cosmic version of ""King Kong vs. Godzilla"" for one of their battles and later still, King Kong gets to grips with a large snake, an encounter lifted straight out of the classic 1933 original. I swear it: this is the whole truth and nothing but the truth! <br /><br />As had been the case with the first film, the cast is full of old reliables like the afore-mentioned Berger, Cassinelli and Venantino Venantini (as a sorcerer with a truly bad hair day) and up-and-coming starlets ¶? not just Carlucci but also Maria Rosaria Omaggio (as a younger Hera!), Serena Grandi, Pamela Prati and, once again, Eva Robbins (whose costume here easily outcamps her appearance in the first film); for what it's worth, Pino Donaggio's score for this one is recycled from musical cues featured in his soundtrack for the previous film. If you have stuck with this review so far, you must have realized by now that this is one of those movies that is so unbelievably bad that a reviewer is forced to choose which course to take: either dismiss it in one unflattering sentence or spend an undeserving amount of time dissecting its flaws. I'm sure I've left out some of its ineptitudes but I wouldn't forgive myself if I failed to mention the single greatest laugh-out loud instance in the whole movie which almost made me fall off my chair (yes, it even surpassed the afore-mentioned animated titanic duel for me), namely the dÇ¸cor of the rebellious gods' lair which is in the shape of a giant marble¶?kettle!!<br /><br />At this stage, one might well wonder why I gave this film (and its predecessor) a rating instead of a (not entirely unjustified) BOMB; in the past, I've had various protracted online discussions on whether one's star rating of any particular film should reflect the overall artistic quality or its sheer entertainment value¶? but these are two instances where I deemed it necessary to be consciously influenced by the latter in settling on my final rating. I don't know: maybe it's because I'm in a ""sword-and-sandal"" state-of-mind at the moment (with some 10 more respectable examples scheduled for the coming days!) but, after all, uncharacteristically for me, I decided to add these two films to my DVD collection simply based on the fun I had with them in this recent revisit ¶? and that alone must count for something, no?",neg
"Although coming after three Star Wars, Krull & countless others, this movie would look outdated in the 1950s... 1 SFX mostly consist of 1970s videogames effects such as bolts etc; annoying after a short while. You also get a SFX creature that looks like a poor man's version of some tier-IV Harryhausen monster.<br /><br />2 sets are mainly ruins in the countryside, with papier-mache temples and miniature cities or abodes that makes 1950s Japanese monster movies look like flawless perfection.<br /><br />3 Plot is paper extra-thin...Hercules must find Zeus' seven golden thunderbolts stolen by conspiring gods & zombie tyrants.<br /><br />4 action mainly consists in retarded, muscled-up Hercules ( check the variety of facial expressions ) wrestling cheap 1970s videogames effects.<br /><br />5 acting award goes to Milly Carlucci (third Carlucci show-biz sister with Anna & Gabriella ), which says all.<br /><br />6 SFX make other tier-II Italian salad bowl movies such as L'UMANOIDE & STAR CRASH look like masterpieces.<br /><br />Well, considering that Ferrigno's main acting exploit consisted in impersonating a retarded green monster, wearing a whig and green espadrillas, we ought to be lenient.<br /><br />Watch it & forget about it.",neg
"<br /><br />JURASSIC PARK III *___ Adventure <br /><br />Sam Nell (The Dish), William Macy (Happy Texas, Fargo), TZ(a Leoni (Family Man)<br /><br />A better title would be: ESCAPE FROM THE ISLAND OF REALLY MEAN DINOSAURS. But then no one would need to see the film. In this sequel, a rag-tag group pays a visit to the island of dinosaurs to rescue the teenage victim of a hang-gliding accident.<br /><br />ACCESS HOLLYWOOD reports JP3 began filming without a completed script. That explains why the film seems to have little or no purpose other than to demonstrate state-of-the-art special effects. Sure, there are a few clever scenes and some moderately funny bits, but no meaningful plot line to tie them together. The dinosaur puppets and animation in JP3 are very good to excellent, and more numerous than ever. But the overall film experience can not hold a candle to the original JURASSIC PARK or even JP2.<br /><br />JP3 is a mercifully short 90 minutes -- the last 10 minutes of which is credits. Even at that, I found myself frequently checking my wristwatch. The audience I saw it with left the theater in silence.<br /><br />A better bet: see the movie LEGALLY BLONDE.<br /><br />Dave",neg
"I would put Death Wish 3 in the same box as Stallone's Cobra and Commando. The box that I would sell for $2 at a garage sale with all the videos inside. The story is about the main character coming back from the previous movies' success to ruin it all with this load of trash. Why did the makers want to destroy the reputation of the past 2 films with this cheap junk. The story is so lame that had to be a outrageous sequel. I mentioned Cobra earlier because it has the same mood, that one man can kill 20 or 30 gang members without a scratch. Both this movie and Cobra were bent on showing the hero firing his guns at hip level and the enemy falling in large numbers. Police officers spend hours at the shooting range so why did they get gunned down by gang members firing aimlessly from their hips? This movie was so bad I thought for a minute it was Death Wish 4.",neg
"JP3 lacks the Spielberg touch. It's an all-out assault on the senses featuring ""in your face"" dinosaurs. Watching this film was a bit like a roller coaster ride from hell. <br /><br />The script is lame; it simultaneously asks and then leaves too many questions unanswered. Also, we don't really get to appreciate the humans in the film for all they're worth. For example, William H. Macy is too great a talent to have to compete with dino-thugs for our attention. And Laura Dern was especially sympathetic in JP1; in this film, she's barely a blip on the radar screen.<br /><br />The whole JP3 experience was t o o m u c h. Too much noise, too many surprises, too many characters dying off, too much predictable, gratuitous violence. <br /><br />Word to the wise: vote yourself off this island.<br /><br />(I rated it a 3 for special effects; I took off the other 7 points for having absolutely no originality.)",neg
"Did people expect ""Jurassic Park 3"" to be full of surprises? Not one moment of it is worth it. Many elements could easily scare people out of the movies...and it's not the dinos! Tea Leoni...I think she's a great actress, but I'm sorry to say that this time she reached the bottom line. I wonder if she happened to strain a vocal chord while shooting the movie....Laura Dern...she's ok, but why not be more noticeable in the movie, maybe exchange smart dialogs with Sam Neil. Alessandro Nivola - ""have you ever heard of something called facial expression? Fellings, emotions...""..he's got to work harder on that! Sam Neil, no big deal. The soundtrack...got to change that record, or you get tired of it. My applause goes to William H. Macy, a talented actor who I've never seen playing a bad role....unfortunately he can't save the movie, nor can the well computer-created dinosaurs.",neg
"This movie was perhaps the biggest waste of 2 hours of my life. From the opening 10 minutes, I was ready to leave. The cliches there slapping you in the face, and the plot was not only predictably stupid, but full of more holes than swiss cheese. I am considering suing for that lost 2 hours, and $6.25 along with the fact that I am now stupider for watching this waste of film. The T-Rex's must be flipping in their graves, so to speak.",neg
"How sad it is when a film as wonderful as ""Jurassic Park"" slowly nosedives into hackneyed and mediocre territory throughout its franchise. The newest sequel, Jurassic Park III, has given no thought to characters, a story, or pretty much a script, and instead relies on non-stop dinosaur action, which is neither thrilling nor very interesting to watch. The dinosaurs seemed to look incredibly fake compared to the 1993 technology, after 7 years of CGI advancements, it only gives you more of the feeling that the film was pumped out for the summer relying only on its name. The introduction of a pterodactyl does not a great movie make.<br /><br />Go see ""Shrek"" again.<br /><br />",neg
Number 1 was really great summer popcorn fun. It was the modern Jaws.<br /><br />Number 2 is best summed up by Jeff Goldblum in the movie about being the stupidest idea in the history of stupid ideas (or something like that).<br /><br />Number 3 is the obituary notice...JP has achieved all it ever will. <br /><br />Once they realized they had no fresh ideas they should have just let sleeping dinos lie.<br /><br />That said. Movie is ok if you don't mind knowing you already have seen it before.<br /><br />,neg
"I had been looking forward to this movie since Lost World came out. It didn't bother me that Lost World wasn't as intellectual as the original, and here, I was just hoping for a good monster movie. It was all about ""Dinosaurs eat people."" However, it was disappointing even on that level.<br /><br />For starters, there were not enough people to eat, and while I'll keep it a secret how many people get eaten, it was not enough. Also, while there was no shortage of variety in the dinosaur community, there were not nearly ""enough"" dinosaurs. And many dinosaurs, like the spikey-back-and-has-a-club-on-its-tail-osaurus, just made cameos and didn't do much considering how cool they are.<br /><br />(START SPOILERS) Then there were the Pterodactyls. The figures I've read put their body weight at about 15 pounds, while the movie made them look closer to 300. Worse, they didn't get to eat anybody, or even splatter them on the rocks by dropping them from high up. There was no ending to the movie, either, it was just, all of the sudden, credits. (END SPOILERS) I'm left wondering if the edition I saw was missing 40 minutes of film.<br /><br />My only conclusion can be that they taught the Pterodactyls to stick their long beaks stealthily into your pockets and get your $7. Go rent the Carnosaur series; at least you won't be disappointed.",neg
"To summarize, my group of friends and I spent about 45 minutes outside the theater sharing our favorites gaffes, plot inconsistencies, untied loose ends, and other ridiculous aspects of this movie. I found the story trite to the point of inconsequential and the plot lines as underdeveloped as the dino embryos still locked in the shaving cream canister from Jurassic Park 1. The editing was poor and none of the characters engendered any sort of sympathy or feeling. In short, this movie lacked any of the suspense and thrill that the first movie provided from a story standpoint<br /><br />Even the new dinosaurs were few and far between (although I really enjoyed the pterodactyls.) We got several brief shots of the new species and only 2 really were involved in the action.<br /><br />As a scientist and former childhood paleontologist, the lack of any real scientific content (not that it had to be realistic, but logically formed i.e. how they built the dinos in #1 and malcom's chaos ramblings) was disappointing as well.<br /><br />In short, the movie seemed to be nothing more than an excuse to trot dinos back on the scene to make some money. I hope that movie-goers don't fall for this trap again (although I did apparently)",neg
"(A possible minor spoiler) The first ""Jurassic Park"" was an effective, but silly film that did it's job and was actually pretty good. The sequel ""The Lost World"" had a few decent moments, but those were ruined by the lame end portion of the film which had a T-Rex running amok in San Diego. Now in ""Jurassic Park III,"" what little story there was in the first one and the sequel, has been thrown out the window and replaced by a mere 90 minutes of basically non-stop action, which would have worked had the film not been so poorly done.<br /><br />Sam Neill is back as Dr. Grant, who is given a proposition by a couple (William H. Macy & Tea Leoni) to come with them to an island to help them find their son, who's been lost for over 2 months. But of course this island just happens to be populated by dinosaurs and of course the plane the are on just happens to crash leaving them stranded with a bunch of dinos after them.<br /><br />This one was obviously intended as a thrill ride, with no real story whatsoever, but even on that level the movie doesn't deliver. Director Joe Johnston (""Jumanji"") somehow managed to take what little magic was left in the ""Jurassic"" movies and squeeze the life right out of it.<br /><br /> The dinos look okay, though by now they're just standard fair and not very scary. The bottom line is it's not a very good film, even as a thrill ride. * out of 4 stars.",neg
It's clear that for this film they wanted to have the story line driven by the characters. But immediately the story line causes you to dislike the new main characters. The fly-over of the island and dinosaurs below lacked any impact at all and almost looked like a cartoon. The all action entrance to the island is merely a rehash of parts from JP 1 and 2. The story-line is predictable to the point of annoyance and it's entirely unsatisfying end left me feeling cheated. This gave me with no option but to award the film 3/10!,neg
"This would probably be a good film to see....provided you've already seen every other film in existence, and thoroughly explored the bellybuttons of yourself and those around you. God, this movie was unbelievably insipid, with some of the worst (or is it nonexistent) writing ever captured on film. There is no saving grace to this film; even the animatronics are kind of lame, and it's just a complete waste of time and money.<br /><br />Run. Fast. It's beyond horrible.<br /><br />",neg
"I was disappointed with the third film in the ""Death Wish"" series and wouldn't recommend this unless you are really into Bronson. He is his usual self in this one, maybe a bit lighter hearted than in the others; the rest of the cast is good if your watching a movie of the week on T.V. - the whole film has the production value of a bad episode of the A-Team and I like the escapism fun of a show like the A-Team but not on the big screen, even if it is an action movie that doesn't claim to be anything to sophisticated. The film takes a while to get going and then when it finally does, it gets out of control to the point of ridiculousness. The plot is something out of an episode of ""Highway to Heaven"" and Bronson seems like a fish out of water with the majority senior citizen cast and the gun play is so out of control you don't even get any satisfaction from Bronson's revenge against the bad guys. Skip this and go on to the 4th installment which I highly recommend.",neg
"You could have put the characters on the island for any reason at all and had the same movie. The first one had an original story, the second stole one from King Kong, and in the end (I hope) of this trilogy the story seemed to have been bypassed altogether. Drop some people on an island full of dinosaurs and watch them run for their lives. That was about all there was to it. The special effects were decent but not worth 8 dollars. If you have a discount theatre in your local area, wait and see it for a buck. I wouldn't even bother renting it. That would be too much money for this unthrilling thriller.",neg
"When i went to see this i thought, i liked the first two and thought that they were very suspenseful so this one should be good also. WRONG! There was NO suspense and they don't explain about the new dinosaurs! When i was done watching this i had lost all respect for Steven Spielberg and Michael Crichton but then it turned out that it wasn't directed by Spielberg or written by Michael Crichton! This movie was going through ""the motions."" i thought that this movie had absolutely no plot and i thought that no one should waste their money to see it.",neg
"How could anyone who liked the previous JP movies even stand to sit through this 1 hour of drivel? There are so many stupid things about this film it's mind boggling!! I remember when i went to see JP as a kid it was my favorite movie and franchise, the acting, the SFX the Music, the direction! all fantastic, JP2 in my opinion was OK pretty much the same apart from some really stupid moments (like the gymnast girl kicking a raptor..please!) but on a whole a watchable and reasonable cinematic experience.<br /><br />But the the third one has no point!! It's supposed to be a sequel that Carry's on from JP2 and yet it magically includes brand new things to the franchise that would have been impossible to miss on the previous 2 films! for example: 1) The ""new"" mega Spinosaurus - Seriously, what the hell!! This thing follows them everywhere they go, they cannot escape it's presence and yet in The lost world (the same island) do you see it once? do you hear it? does anyone even MENTION it? NO! Its ridiculous!. The star character in the previous 2 movies was, and always will be the T-Rex so what does the d(urr)irector ""Joe Johnston"" go and do? Kill it off! as soon as you see the huge T-Rex in all its awesome roaring glory it gets killed and you never see it again - a new Dino on the town is the excuse.. where did it come from!!?? not a single explanation! and don't get me started on the whole satellite-phone-in-the-Dino-belly thing! 2)Just when you start to get over how stupid the Spinosaurus is you see the Raptors, Aside from their new ""Punk"" Haircuts they seem pretty credible! *Phew* they will make this movie watchable right?... WRONG! now they speak to each other!! and the excuse for them speaking in this film and not in the First and second are...wait for it... Evolution! - yes the process of millions of years in just a few months from when the second movie ended, amazing! surly they should have grown opposable thumbs and created tools by now!! OK i am not going to say anymore about the plot because it's getting up my nose, so i will close on this: Jurassic Park is a classic, JP3 is a lousy sucker punch to any of the original fans of the series, my favorite franchise was well and truly dead after watching this Monstrosity (no pun intended) Avoid this movie like the plague",neg
I would like to comment on how the girls are chosen. why is that their are always more white women chosen then their are black women. every episode their is always more white women then black one's. as if to say white women are better looking then black women. I would like for once see more black women then white. and it not just your show it's like that in a lot of shows always more white's. but i would have thought since you as the head honcho of the show you would see this yourself and have more black women on your show. but you are just like the rest trying to act like you are so fair and nice. you are just a big fony hypocrite.,neg
"Tyra & the rest of the modeling world needs to know that real women like myself and my daughter don't care to see all the ridiculous modeling to sell something. Weird locations, too much makeup & too much skin is not necessary. Sex does not always sell when you are selling to women. The same goes for the horse stomping runway walk that looks unnatural. People come in all shapes & sizes & they need to have that on the show. My daughter has a 36"" inseam, is tall & slender & a size 5, I am more average at a size 12. We would like to see both- I can not picture how something would look on me when a size 2 is wearing it, it will not fit the same way on me. I do not buy magazines anymore because they are one sided on this matter. We would really love the show to consider women of all sizes. Thank you.",neg
"In watching this off and on for a few seasons, two things come to mind: One - wondering what kind of girl wants to be a ""model"" and two - run to the nearest ice cream store and have a low fat sundae.<br /><br />I tried to be a fan because I liked the idea of this reality show competition. No other ""famous"" model thought of this, and it is very admirable for Tyra Banks to do so. But as the series goes on and on I've come to the conclusion that this is a sorry lot of folks trying to make a mountain out of a molehill. Women shouldn't watch this, teens should stay clear of it unless they're doing book reports on the subject.<br /><br />Many women try out for slots to compete for ""Americas Next Top Model"". They live together, cat fight together, cry together, get put through pointless modeling shoots with pointless modeling people and fashionatas and get eliminated and almost all of them claim, ""You will see me again"". Heck, I'm trying to see what happened to the ones that DID win, actually.<br /><br />This is the dream of some girls, and good for them. In watching this I hope the other girls that see this and run like Hades the other way - like to college.<br /><br />I just happened to watch more of this recent season because of the ""ploy"" of full figured models joining the group. That even made me think more of this as a sorry lot of folks. The ""full figured models"" were no more than average sized ladies competing with what I think is the thinnest group of models they ever chose - so of course that would make them look even fatter - a ""ploy"" fashionatas use all the time. Bad, bad, Tyra and crew.<br /><br />But to be fair, ""Americas Next Top Model"" is not about ""full figured"" models, it's about projecting an imagined image a beauty that can be mass marketed and sold as the ultimate in beauty - and this show is just looking for the next fresh piece of meat to add to the mix. Hence the name of the show. Hence the sorry lot of judges, photographers, associations. Hence Tyra and her consistent ""this was me"" plugs every camera angle you can get. But then again, that IS the one thing I like about this show - the ex-model giving others who wouldn't have the chance -- a chance to enter the doors. But after that...everything else is status quo for that industry which is why there are no surprises or week to week interest in the program.",neg
"Tyra Banks needs to teach these girls that it's not all about being beautiful on the outside. The inside counts for something too. A lot of the past winners have looked semi decent but are horribly cruel and starting trouble for the other girls. I see Tyra less involved with the girls in every season. About the only thing worth watching Top Model for is Mr. Jay Manuel. Recently, Tyra had a contestant who was a pre-op transsexual. I felt that she should have done more to encourage her. It was obvious that she had insecurities about her original anatomy showing through her feminine look. Tyra should have given her tips or perhaps she could have sent resident Trannie Ms. Jay to help the girl out. Instead, the contestant was met with harsh criticism and not enough positive criticism. It's a shame because I truly enjoyed the first 3 seasons. There's a reason why Project Runway has all 4 seasons out on DVD and Top Model only has 1 season on DVD. It's called taste. Top Model seriously needs a lot of revamping an some more humanity.",neg
